54,Difford: sequencing batch 1
547,Difford: sequencing batch 4
55,Difford: sequencing batch 1
553,Difford: sequencing batch 4
56,Difford: sequencing batch 1
563,Difford: sequencing batch 4
567,Difford: sequencing batch 4
57,Difford: sequencing batch 1
572,Difford: sequencing batch 6
574,Difford: sequencing batch 6
575,Difford: sequencing batch 6
576,Difford: sequencing batch 6
578,Difford: sequencing batch 6
58,Difford: sequencing batch 1
587,Difford: sequencing batch 6
589,Difford: sequencing batch 6
59,Difford: sequencing batch 1
590,Difford: sequencing batch 6
60,Difford: sequencing batch 1
61,Difford: sequencing batch 1
617,Difford: sequencing batch 6
618,Difford: sequencing batch 6
619,Difford: sequencing batch 6
62,Difford: sequencing batch 1
620,Difford: sequencing batch 6
621,Difford: sequencing batch 6
622,Difford: sequencing batch 6
623,Difford: sequencing batch 6
624,Difford: sequencing batch 6
625,Difford: sequencing batch 6
627,Difford: sequencing batch 6
628,Difford: sequencing batch 6
629,Difford: sequencing batch 6
63,Difford: sequencing batch 1
630,Difford: sequencing batch 6
631,Difford: sequencing batch 6
632,Difford: sequencing batch 6
633,Difford: sequencing batch 6
634,Difford: sequencing batch 6
635,Difford: sequencing batch 6
636,Difford: sequencing batch 6
637,Difford: sequencing batch 6
638,Difford: sequencing batch 6
639,Difford: sequencing batch 6
64,Difford: sequencing batch 1
640,Difford: sequencing batch 6
641,Difford: sequencing batch 6
642,Difford: sequencing batch 6
643,Difford: sequencing batch 6
644,Difford: sequencing batch 6
645,Difford: sequencing batch 6
646,Difford: sequencing batch 6
647,Difford: sequencing batch 6
648,Difford: sequencing batch 6
649,Difford: sequencing batch 6
65,Difford: sequencing batch 1
650,Difford: sequencing batch 6
651,Difford: sequencing batch 6
652,Difford: sequencing batch 6
653,Difford: sequencing batch 6
654,Difford: sequencing batch 6
655,Difford: sequencing batch 6
656,Difford: sequencing batch 6
658,Difford: sequencing batch 6
659,Difford: sequencing batch 6
66,Difford: sequencing batch 1
660,Difford: sequencing batch 6
661,Difford: sequencing batch 6
662,Difford: sequencing batch 6
663,Difford: sequencing batch 6
664,Difford: sequencing batch 6
665,Difford: sequencing batch 7
666,Difford: sequencing batch 7
667,Difford: sequencing batch 7
668,Difford: sequencing batch 7
67,Difford: sequencing batch 1
670,Difford: sequencing batch 7
671,Difford: sequencing batch 7
672,Difford: sequencing batch 7
673,Difford: sequencing batch 7
674,Difford: sequencing batch 7
675,Difford: sequencing batch 7
676,Difford: sequencing batch 7
677,Difford: sequencing batch 7
678,Difford: sequencing batch 7
679,Difford: sequencing batch 7
68,Difford: sequencing batch 1
680,Difford: sequencing batch 7
681,Difford: sequencing batch 7
683,Difford: sequencing batch 7
684,Difford: sequencing batch 7
685,Difford: sequencing batch 7
686,Difford: sequencing batch 7
687,Difford: sequencing batch 9
688,Difford: sequencing batch 9
689,Difford: sequencing batch 9
69,Difford: sequencing batch 1
690,Difford: sequencing batch 9
691,Difford: sequencing batch 9
692,Difford: sequencing batch 9
693,Difford: sequencing batch 9
694,Difford: sequencing batch 9
695,Difford: sequencing batch 9
696,Difford: sequencing batch 9
697,Difford: sequencing batch 9
698,Difford: sequencing batch 9
699,Difford: sequencing batch 9
70,Difford: sequencing batch 1
700,Difford: sequencing batch 9
701,Difford: sequencing batch 9
702,Difford: sequencing batch 9
703,Difford: sequencing batch 9
704,Difford: sequencing batch 9
705,Difford: sequencing batch 9
706,Difford: sequencing batch 9
707,Difford: sequencing batch 9
708,Difford: sequencing batch 9
709,Difford: sequencing batch 9
71,Difford: sequencing batch 1
710,Difford: sequencing batch 9
711,Difford: sequencing batch 7
712,Difford: sequencing batch 7
713,Difford: sequencing batch 7
714,Difford: sequencing batch 7
715,Difford: sequencing batch 7
716,Difford: sequencing batch 7
717,Difford: sequencing batch 7
718,Difford: sequencing batch 7
719,Difford: sequencing batch 7
72,Difford: sequencing batch 1
720,Difford: sequencing batch 7
721,Difford: sequencing batch 7
722,Difford: sequencing batch 7
723,Difford: sequencing batch 7
724,Difford: sequencing batch 7
725,Difford: sequencing batch 7
726,Difford: sequencing batch 7
727,Difford: sequencing batch 7
728,Difford: sequencing batch 7
729,Difford: sequencing batch 7
72_c,Difford: sequencing batch 8
73,Difford: sequencing batch 1
730,Difford: sequencing batch 7
731,Difford: sequencing batch 7
732,Difford: sequencing batch 7
733,Difford: sequencing batch 7
734,Difford: sequencing batch 7
735,Difford: sequencing batch 7
736,Difford: sequencing batch 7
737,Difford: sequencing batch 7
738,Difford: sequencing batch 7
739,Difford: sequencing batch 7
74,Difford: sequencing batch 1
740,Difford: sequencing batch 7
741,Difford: sequencing batch 7
742,Difford: sequencing batch 7
743,Difford: sequencing batch 7
744,Difford: sequencing batch 7
745,Difford: sequencing batch 7
746,Difford: sequencing batch 7
747,Difford: sequencing batch 7
748,Difford: sequencing batch 7
749,Difford: sequencing batch 7
75,Difford: sequencing batch 1
750,Difford: sequencing batch 7
751,Difford: sequencing batch 7
752,Difford: sequencing batch 7
753,Difford: sequencing batch 7
754,Difford: sequencing batch 7
755,Difford: sequencing batch 7
756,Difford: sequencing batch 7
757,Difford: sequencing batch 7
758,Difford: sequencing batch 7
759,Difford: sequencing batch 8
76,Difford: sequencing batch 1
760,Difford: sequencing batch 8
761,Difford: sequencing batch 8
762,Difford: sequencing batch 8
763,Difford: sequencing batch 8
764,Difford: sequencing batch 8
765,Difford: sequencing batch 8
766,Difford: sequencing batch 8
767,Difford: sequencing batch 8
768,Difford: sequencing batch 8
769,Difford: sequencing batch 8
77,Difford: sequencing batch 1
770,Difford: sequencing batch 8
771,Difford: sequencing batch 8
772,Difford: sequencing batch 8
773,Difford: sequencing batch 8
774,Difford: sequencing batch 8
775,Difford: sequencing batch 8
78,Difford: sequencing batch 1
79,Difford: sequencing batch 1
80,Difford: sequencing batch 1
82,Difford: sequencing batch 1
83,Difford: sequencing batch 1
84,Difford: sequencing batch 1
85,Difford: sequencing batch 1
86,Difford: sequencing batch 1
87,Difford: sequencing batch 1
89,Difford: sequencing batch 1
90,Difford: sequencing batch 1
91,Difford: sequencing batch 1
92,Difford: sequencing batch 1
93,Difford: sequencing batch 1
94,Difford: sequencing batch 1
95,Difford: sequencing batch 1
96,Difford: sequencing batch 1
97,Difford: sequencing batch 1
98,Difford: sequencing batch 1
99,Difford: sequencing batch 1
