,bacteria_50338,bacteria_50187,bacteria_45553,bacteria_45452,bacteria_3711,archaea_43087,bacteria_43950,bacteria_45480,bacteria_45233,bacteria_46620,bacteria_45463,bacteria_45456,bacteria_45429,bacteria_45238,bacteria_46751,archaea_122,bacteria_45499,bacteria_45492,bacteria_46360,bacteria_45527,bacteria_43925,bacteria_43795,bacteria_50017,bacteria_43944,bacteria_45763,bacteria_43942,bacteria_3723,bacteria_45583,bacteria_45421,bacteria_45202,bacteria_43989,bacteria_45526,bacteria_45749,bacteria_46269,bacteria_45457,bacteria_45488,bacteria_45493,bacteria_45581,bacteria_45379,bacteria_45375,bacteria_50056,bacteria_45152,bacteria_45521,bacteria_43948,bacteria_46429,bacteria_45473,bacteria_45423,bacteria_26614,bacteria_45525,bacteria_45422,bacteria_50018,bacteria_45462,bacteria_45419,bacteria_45547,bacteria_45277,bacteria_45747,bacteria_50340,bacteria_43945,bacteria_45587,bacteria_44960,bacteria_45761,bacteria_43773,bacteria_45552,bacteria_45534,bacteria_45465,bacteria_25824,bacteria_45532,bacteria_45501,bacteria_43766,bacteria_50186,bacteria_45541,bacteria_46106,bacteria_45502,bacteria_45762,bacteria_45150,bacteria_43943,bacteria_45495,bacteria_45586,bacteria_45464,bacteria_45329,bacteria_46619,bacteria_44221,bacteria_46099,bacteria_43988,bacteria_46752,bacteria_45507,bacteria_45408,bacteria_45436,bacteria_45470,bacteria_45582,bacteria_43946,bacteria_1837,bacteria_45006,bacteria_45555,bacteria_45754,bacteria_50335,bacteria_45540,bacteria_45450,bacteria_45544,bacteria_45494,bacteria_43977,bacteria_45212,bacteria_45449,bacteria_43329,bacteria_45491,bacteria_45448,bacteria_45009,bacteria_50189,bacteria_43949,bacteria_45416,bacteria_45496,bacteria_45454,bacteria_25123,bacteria_43893,bacteria_45451,bacteria_45524,bacteria_46439,archaea_124,bacteria_43911,bacteria_50334,bacteria_43975,bacteria_45236,bacteria_46624,bacteria_45783,bacteria_45210,bacteria_45151,bacteria_43941,bacteria_43770,bacteria_25902,bacteria_43965,bacteria_45225,bacteria_45569,bacteria_45498,archaea_123,bacteria_2852,bacteria_46652,bacteria_50337,bacteria_43874,bacteria_50043,bacteria_45535,bacteria_43947,bacteria_45342,bacteria_44360,bacteria_46648,bacteria_45584,bacteria_43785,bacteria_45460,bacteria_1853,bacteria_45482,bacteria_45136,bacteria_45156,bacteria_45330,archaea_43152,bacteria_45098,bacteria_45474,bacteria_45440,bacteria_45106,bacteria_43344,bacteria_45530,bacteria_45512,bacteria_43939,bacteria_45478,bacteria_44317,bacteria_43972,bacteria_45211,bacteria_45267,bacteria_26015,bacteria_45511,bacteria_45447,bacteria_45765,bacteria_1688,bacteria_45784,bacteria_45415,bacteria_45476,bacteria_45446,bacteria_45500,bacteria_45468,bacteria_50339,bacteria_45459,archaea_43149,bacteria_45557,bacteria_45453,Difford: herd  1,Difford: herd  2,Difford: herd  3,Difford: herd  4,Difford: herd  5,Difford: herd  6,Wallace: farm/researh site IT1,Wallace: farm/researh site IT2,Wallace: farm/researh site IT3,Wallace: farm/researh site UK1,Wallace: farm/researh site UK2,Difford: lactatation stage 1,Difford: lactatation stage 2,Difford: lactatation stage 3,Difford: lactatation stage 4,Difford: lactatation stage 5,Difford: lactatation stage 6,Wallace: lactatation stage 1,Wallace: lactatation stage 2,Wallace: lactatation stage 3,Wallace: lactatation stage 4,Wallace: lactatation stage 5,Wallace: lactatation stage 6,Wallace: lactatation stage 7,Wallace: lactatation stage 8,Wallace: lactatation stage 9
IT700,-0.9002718220697489,-0.05836803602329946,-0.09877040013668198,-0.41603768476386555,-0.31006646153978645,2.2533115268388197,1.0313061904053273,-0.49258789373099565,-0.5775035501039901,-0.8234496359369491,0.45434011286245846,-0.5481394089776692,1.3359219852394382,-0.028991771892843025,0.4263727245737125,-0.4378443219835587,0.5235301149633375,-0.21178311700235547,-0.9248605589057831,-0.01273856006341433,-0.19942631537276795,-0.3800256421291998,-0.6219170211963222,-0.21120775380117282,0.9650183262375385,-0.8795383019092359,-0.23291487956471288,-0.9747580955632056,-0.9260027974893843,-0.4458381190550526,0.01580544318919522,0.2700945349081793,2.182831912992506,0.13438292744074626,0.7976775429806521,-0.7060689685506142,0.7212215796766628,0.9983100629520769,-0.8801578525701921,-0.008736032313364344,-1.0321864389603648,0.2175709946019794,-0.6883529594939762,0.4418980033705083,0.0032656241029054554,-0.5268684463928739,-0.02964487648256213,-0.18199952152945156,-0.42757486289627494,-0.802001976952337,-0.9405268646880997,0.8569803140420109,-0.10528522660533399,-0.5741499424060068,-0.723669852115426,-0.2327006814815326,1.962019218522509,0.6181161508652162,-1.2387596365293192,-1.1044228310539894,-0.07290843467503716,-1.0340805531819854,-0.40861796340315015,0.14811890625684185,0.5069342454806688,1.0439336232954348,0.24469343017402986,-0.6629583518290451,-0.018845454359400285,0.6865183381821475,-0.0014951918562728982,1.4427220657855215,-0.11410935430062306,-0.3584318778791946,-0.2753041213159954,-0.3895427714699374,-0.9506087456752582,-0.43720730745673647,0.21513407625938566,-0.044256126276641564,0.8850803809456868,-0.04545631549973966,0.13675862457170412,0.3735810030530345,-0.2290546654245765,0.01402042915948856,0.2969808390063434,2.9169879114780564,0.32588837365333334,0.15163006119575523,0.4725637811829972,-0.49868312133812365,-0.481117000336977,0.09138360958259958,-0.3326090620075424,1.313670820823931,-0.040521537322686776,-0.2267880107459788,0.4946653016878375,-0.2512996576241055,-0.17774147591433034,-0.03139611618211897,-0.09635384512175485,0.8096804759726696,-1.1150107944670442,0.8269850139891206,0.1414786145066269,-0.11926712723946778,-0.8757082385893279,-0.24511585120893362,-1.214846484586716,-0.9560083851476084,0.3767668457910468,-0.18874473124804722,-1.066676456170896,1.3889662629656314,-0.15761732391154615,0.30948165517079584,0.32966371110310566,-0.20388955914154436,1.6630671979494647,0.24573581187774143,1.5634803850051684,-0.4193783558602182,-0.15728755142360767,2.4313517971011778,-0.1466062305417682,-1.0427246552543892,-0.7655634078679628,0.7923640204191597,-0.2186027624128043,-0.17090086854898426,0.002594281704485779,0.48341241801188645,-0.02912104277296524,0.40865206017690764,0.21051047826302893,-0.6913877987254582,-0.21389394982646678,0.07835824797327526,-0.3086206640111859,-0.2829190316075914,-0.14388507592668065,-0.5059048047828998,-0.8536422505186803,-0.8621215567974626,0.3899201167381141,-0.3629674047096846,0.09798109982553677,-0.45752378941430777,-0.6754545160241425,-0.08534507687415509,-0.11367129009655932,0.3025709025260176,-0.5855021456248852,-0.932747019005953,-0.11973368891328726,-0.3263651368920333,0.5777449065744877,0.5366820651898876,2.3900442613487836,-0.3690020009949359,0.058542024840104095,0.47525761077377565,-0.33734599105745305,0.04596254096204945,-0.2290388786730804,0.1248561206872264,-0.47335597652915185,-0.3987051116345189,-0.33397638759563925,-0.05786371188767191,-0.9926754577836168,-0.9795457962730951,-0.5696799109390313,1.374772312043339,-0.5562949521148225,-1.2869036506563598,-0.6367516580383727,-0.1410193304998173,1.0774564917478817,-0.9172819235287031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UK16,-0.7298600639123323,-0.06935875393334033,0.33280850666487816,0.7001945268308154,0.05768886478039248,-1.1390690049045453,-0.2206270192092061,-0.4024171409960565,-0.004534417999022437,0.4166491451206725,3.250663753904234,-0.4155149618190384,-0.3707400189044549,0.08858221593741669,1.145047518279475,-0.1510108820158282,0.3881200114795113,0.43392270094701857,1.4735169019168695,0.5426553219600769,0.2277810123216562,-0.20484664143895437,-0.7365084485073896,1.2200498364118293,2.0380776862958037,1.9197529567828633,0.7852270416397912,1.0864285341548932,-0.05699162677519638,-0.10189151521531302,0.6103634740062065,1.245600984281354,0.2871968506457158,0.08852234394451523,-0.840736381641981,-0.2907542031816652,0.791300326427499,2.5021858791261393,3.132492340304996,3.7976484842211375,-0.4228612901351213,0.08821864740756048,1.741699831078168,0.03053213344915972,0.7187136100461264,-0.5811426734300699,1.2936508297512643,3.433403296359197,0.3336956586817709,3.5920163849983027,0.014479517107176884,0.7266586071767983,-0.4232231965857276,0.028238957959655083,-0.19585375065948382,-0.35782900025195297,0.18263415075303896,0.13518848508497974,0.3700659318013375,1.7807316841128011,0.8990806427195234,4.930291502149563,0.6509222665834359,0.4437742127674618,0.990786449431308,1.5313963446077135,0.8508389467721715,1.0585352067693004,0.9887696340185802,-0.2590314144284144,0.20290250094525444,1.2137939628984735,0.882916229991719,1.220643163920194,0.5370702859195954,1.6364607587544235,0.027241239250857478,1.0089778966114704,0.044680886264091106,2.559071552685459,-0.10283842604769877,0.8150671334525084,0.33654594272369687,0.7429418050917367,-0.13598758694142898,3.878611757252473,0.6934625259087671,0.43854599634261837,0.4532387143380417,0.4389139243494793,1.4621693600766277,-0.09724981720246552,-0.08556880194349993,0.22346187664350378,2.6629943421146853,-0.3235559373708041,1.8059859505105544,5.257787319611256,2.3746527206079318,2.418937376805159,0.6456138892383464,0.5426108236584991,0.31726224101346706,-0.4351491580317862,0.9657481506719359,0.7758123405036188,0.13423723238558324,2.6288985999760826,-0.3114645127516056,0.9967694953404241,1.2625578059164062,0.5509435818641939,0.1801802208511535,0.7447844588684002,-0.7813953644776573,0.8642764580929982,-0.030930310806523326,-0.11998639644064205,0.08550297245282217,-0.08531624501669732,0.6722131190557906,0.009806802260457572,0.024452583625110796,-0.55790899185731,0.12092636487323871,0.3469912248409514,0.04396742292335641,1.9582196271835264,-0.40448732796520415,-0.15437485806505344,0.9102957266543269,0.6043803136435054,0.007839096901848162,0.6230496622516309,0.782373965204488,-0.07744531802595629,0.8323801984319202,-0.32544875792241956,0.43295361395671944,0.8096918569479278,1.4364018415101258,-0.05376442317298127,0.7147004384112625,0.417723539659391,2.0534105345930573,0.39874838570043725,0.014340694935297256,0.37233286365738316,1.498543353251384,1.3214184251236702,1.9636653493058336,1.3002698316068284,-0.535879030235493,-0.6807983661615895,2.0523240908377347,1.7436855128392794,0.5059099903633795,0.4140198713340447,0.10475111423129921,0.3920531200404332,0.5092257858048879,-0.7125540835145936,0.6777760954837644,0.8254214983569139,0.49307398108046896,0.7863692169163637,-0.16833249181198762,0.040033281416049,-0.5917688589647042,-0.6498827144494487,1.5747604849737733,-0.23016235753540376,2.0819542306967316,0.7132092998135521,-0.8741115928965827,0.31698058275609586,1.812954762943644,-1.6139520263913394,2.1590888973648856,-0.652515392204341,0.2714160476821323,1.6885245326805245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UK377,-0.46099873216938225,-0.03234345174229045,1.77878964157705,-0.23202298246216221,-0.3101024027810901,-0.9080990925161431,-0.2338504152671369,-0.1577848878408458,-0.153129351752783,-0.8249807375720215,-0.8181028565265218,-0.453800793961972,-0.28486180400964084,-0.1446312055588312,0.7730602848890324,-0.5240831117231765,-0.38868468411138757,0.01149466838664072,-0.6424323567363899,-0.018274933513813638,-0.34476712375602997,-0.25863686393820484,-0.5351626317962038,-0.6015965117366119,-0.436186852348048,0.7722555415124224,-0.23357110586739918,1.7247431515316918,0.311304246579163,-0.44696076824944203,-0.00014331551405353296,1.2191978589541588,-0.021610478229794703,-0.38248402412165633,0.7768184822173524,-0.4892757097754265,-0.08779757447867084,0.0864256327042576,2.5690714098200633,1.3767166199598897,-0.5583762795872929,-0.7568450942414637,-0.6509429495578918,1.161043058856604,-0.008811469218293856,-0.4760077029706636,-0.005567963528267207,-0.1911161373425922,1.221055742964309,0.9342347189567956,-0.19824184347360554,0.7915458259108509,-0.3135610947255488,-0.5812178681947754,0.7326793220504094,-0.1997047115542404,-0.9524227244019818,2.7103522844401473,0.6437236788764882,-0.3929803407245906,0.6372650126262819,3.4041278802342143,0.9530162622659205,-0.5380309174377305,-0.9371029482856532,-1.0490010176528046,-0.27391388335566563,-0.8295324669657514,-0.4856626627298143,-0.02162301694953818,-0.16896098179896685,-0.640230721130785,-0.8336842650842599,1.670589670303203,-0.28271311707247915,1.5948242985876682,0.4953350118448842,0.22722623434466804,-0.37703449915555254,0.5982525635620142,-0.721571317039727,-0.046477395579696,1.1789086185553146,0.35327522597308253,-0.5742883670080748,-0.41259454469179746,1.2242760299042779,-0.4038644584440747,3.2469737594712322,0.4619304801958184,0.8551842691748042,-0.03044497849169739,1.4599488331138468,-0.6378440283868749,1.4522935029398387,-0.6226338586029836,-0.4479838507781586,2.8682976781498786,2.814913971209864,-0.36709225793321054,-0.18286208826348807,-0.5242410066880541,-0.4629735759735037,-0.4480044826794923,0.6397799314099383,0.6498065743795106,-0.38579552285506896,-0.24781257145995408,-0.9301532217577435,-0.19464857281054682,1.5453112344982722,-0.8083398724352374,-0.21031056649933996,0.9097536951538827,-0.8369682883709348,-0.026511741274094665,-0.4843803580043691,0.879957800167477,-0.59044875986117,-0.21227522264456042,-0.8756029899598847,-0.07945408040288816,-0.40559158006184126,-0.4196207952356216,-0.15833897814243916,-0.9186483283090486,0.07520217473986862,1.153702199956808,-0.4206493480612173,-0.5963998469400071,0.13281371892607313,-0.17871387384463597,-0.507999358437332,-0.5351060396244102,0.6805488232556197,-1.408057946268243,-0.5515264084064015,-0.6989124787237025,-0.22221473161566185,0.06746453494566765,3.9209564794304907,-0.28443347662039675,-0.15040295771720644,0.5747666864868023,0.3359969715533615,1.2160636825380626,0.13046072590878732,-0.36669982627968983,0.03629293660354642,-0.25912819151211386,-0.2942366939597422,0.03087198684034423,-0.15910306512371825,-0.8409881996591655,-0.24597991308155712,0.44176869014384507,-0.5812560889551149,-0.24605865679104083,0.03442604373941978,-0.6010921101043128,-0.11979064235908099,-0.46325725363458775,1.8891684949730234,0.23911617267063368,-0.1568112648151208,-0.4812280259775054,-0.3225640681759261,1.981155239935184,-0.69396844550675,-0.5494757852385304,-0.2462389717837276,-0.14558496771494445,5.097634929111908,0.9246995992536793,0.030815839883179732,-0.4207299298716592,1.5898658760243458,-0.9532574607350249,0.688274556319193,-0.6263461881348443,-0.33580144762535835,3.154946174540248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UK316,1.8406314944492916,-0.33625161652300334,0.03711402348411821,-0.12427211135122013,-0.3097193339291173,-0.9345764659597501,0.05723596029008064,-0.5657977330413683,-0.546790368069152,-0.58648577133713,0.33822796440134745,-0.23357182560433903,1.1520764179645377,-0.07589625755784446,-0.9987869784055778,-0.40610682100801254,1.6227639086856083,-0.3015287399965497,-0.13666779931458822,-0.36095517475337346,-0.024288257599702254,-0.49531228858570536,-0.6326239887446614,0.7767106440392301,1.1192554704529036,1.2542756812088183,-0.2265769162599527,0.7939567887213773,0.7105508371326308,-0.10918299954400343,0.16984170629519368,0.1485583135134479,0.052756688803074527,-0.029493790046421265,1.1155550655964848,0.26172681955312305,-0.7106024434209737,-0.2273623007639273,0.11291834105241468,-0.1595477350037265,1.062912869869557,-1.1988559780737975,1.3279223137663303,-0.7842135938852522,-0.7563371355880614,-0.49428657223544586,0.25980725635089624,-0.7553996225743226,-0.8146302320624077,-0.3538947846391801,-0.381629545979841,-0.2789024995119947,-0.02069954305749313,-0.5058865184825706,-0.30378572843402646,-0.21237342408532925,1.2971185856918814,0.031244110880031997,0.032256965793991156,-0.30806807122818386,0.43633451562782655,0.10614355347697967,0.017483862908190404,-0.8492795652023777,0.3107347036174452,-0.03151683604908531,-0.2253747086552117,0.44016191630250107,-0.16685350854630157,-0.2062135159780342,-0.2449261702556847,0.533540735445639,0.45229118773591764,-0.07921809377509414,0.3338083303954828,1.8577003757710018,0.13287451759877714,-0.49364536547352295,-0.5977794719730578,0.11021599564635258,-0.08945876106098478,-0.1096783286921725,-0.18987388565450442,-0.9035743436334268,-0.23648876432249702,-0.5716254604075713,-0.10099059616683319,-0.31697562248551303,0.05125934057773529,-0.051531613319990836,0.9689196839322073,-0.4919459604228371,-0.37358967107234425,-0.23885705899313167,1.78892473646931,0.39681982375975633,0.9827455371427133,1.8335296142473523,0.03185214702294771,-0.2312830947486818,0.24323713505733746,-0.15490347250155212,0.2941346369748527,-0.668243910871165,0.25901523565690737,-0.04712900374635696,0.8092798600899623,0.5228746304100281,1.22372939475668,-0.1375432751391833,0.49858960465544766,-0.037438674149380305,-0.1949499098698878,-0.4466434457617642,-0.640709679092572,-0.5585501961883033,0.9473639588808168,-0.3532356874990356,-0.5663743679137445,-0.731315568804788,-0.26831858804045267,-0.004352773467625776,-0.3967531054554727,-0.4170368284654057,-0.2234182515843231,-0.8287119113569252,0.45460802853408544,-0.5078086113113208,3.7493567072276126,-0.5600633699110755,-0.16735268012205223,-0.09544131951684436,-0.7396128844682163,-0.23158612937030243,-0.36359340096855997,0.12032115692724424,1.342647399773405,1.0191319540942825,-0.1335301950806525,0.4997264089721104,1.6741239378110213,-0.2682922224124322,-0.08093408562956508,-0.427693498911381,1.054246373992155,0.4661485427946323,-0.08138827653068702,0.7562948153984855,0.06371995792003433,0.5670789455705559,0.11602471205457185,0.38576336266170314,-0.09105725107718028,-0.9619643250847503,0.7074355787309949,0.4221706701396252,-0.20372718340810195,-0.27689211048326173,0.6922766212701399,0.09276452559609191,-0.4059891493588374,-0.6573077187249826,-0.8042450001566318,0.31661459313269935,-0.4539604299707138,-0.5096572919592977,-0.08017509855168994,-1.254646819458685,-0.7471369248647959,-0.6178677991417536,0.14938407537714773,-0.1655540305752777,-0.02043193314138745,0.41511432837066253,-0.6124245578192501,-0.7793880450394035,-0.24799406811000382,-1.0473629048344575,-0.4935176421549464,-0.5460242633638192,-0.33067108896633574,0.13329152046583165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,0.3647384542882506,0.4796749830170354,-0.4800333676675945,0.8933945666843026,-0.010233474428680727,-0.2810681008387488,-0.5993573965571694,-0.1769267171531134,0.5171239211279813,-0.23411802243175933,0.2785949340834587,-0.4899631579933497,-0.6724357667206088,-0.2513004033021047,-0.6778803318753691,-0.6929292119105074,-0.08096088772939096,0.010894457080252249,0.3320209652588206,-0.7084635880634503,-0.729146194005226,-0.1273062294998934,-0.4148475056941364,-0.6580030119020925,-1.0951511339691897,-0.6228831583096579,0.1908472595801751,0.6028972677424819,-1.2099721831937698,-1.0795858296215461,-0.5233586256722887,-0.40535096518025093,0.026935271589711485,0.005207059331699539,-0.19031166838685215,-0.9423045539186051,-0.03334645962047569,0.11281733318394924,0.13718536037069592,-0.8418722182845857,0.5479610448508535,-0.6403581651537292,-0.20313800668671897,0.04869468526181402,0.8316409909189072,-0.28534669042654603,-0.3910552659596992,0.9948771544358579,-0.4313496933000878,-0.07704172738826844,0.3091090551208221,-0.5425286769442421,-0.005598403986915272,1.1233891070991733,0.8613005369172264,-0.19921778394514472,0.9917756455047393,1.1825012959936607,0.2955309131978581,1.205349288390971,-0.3658727343475333,0.23482809601859825,-0.32109285061613024,-0.9237306627063536,-0.5229396321207106,0.06626559245889097,-1.1326012909202516,0.2224671017110323,2.2930489868040542,-0.43160184871723745,0.31909893902481956,-0.8555488609500005,0.14539936593526476,0.8313671000547002,-0.7011199901363119,1.1659040358948576,-0.3074576282992289,-0.06862051367231176,-0.5269950356947061,-0.4450717399642858,-0.31824420987401564,-0.09610049740070652,0.5762159666098003,-0.34811930786693845,-0.3782576393727291,0.6391720879350282,-0.11180406043921354,-0.0919293088202541,1.8357909042253722,-0.3172122138938191,0.9103830247357634,-0.23956974667900122,0.23307846529420947,-0.2826128871186643,-0.7547806469885501,0.011299520035404272,-0.6630241966359193,-0.4955909178975376,-0.2413065654232209,-0.45764812146719924,-0.40635398833000874,-0.2564134388029628,-0.037755062530203824,-0.0205255118926346,-0.4659348849627352,-0.1766280563335014,-1.0453294558881876,-0.16328370297494035,-0.8142864004924566,0.21901375554551164,1.1245611075914166,-0.11566905864919334,0.7690322976922147,-0.19181422653939842,-0.428211557358386,0.2274630095995029,-0.16470568523688028,-0.48737340668098555,0.08954462750729819,-0.03406298464103067,-0.4742757652339754,-0.6600527639813532,-0.8470396600010757,-0.15127141889681925,-0.46638439739503723,-0.7135222346728108,-0.47357012339948834,-0.3079862793980268,-0.15126018240467579,0.0702783344870199,0.5193861227080272,-1.0672267636083395,0.35159251532785096,-0.8208034474759677,0.8349356282077222,-1.0669361737823864,-0.0922478820025842,1.4579838149790307,-0.6577049510602935,0.07374865719315964,0.5705917520335015,-0.26622270559571126,-0.6624476751309805,0.6714774332182261,0.5481516287021541,-0.12837495765776386,-1.6821054851950215,-0.7500433955894074,0.09791229028778252,1.2724223274435642,-0.6156458614542845,-1.1069345664160226,-0.5631803020690513,-0.097887383636502,-0.11003503426615463,0.5771388225287222,-0.10542270805372543,-0.36251242800664474,-0.3311711997321866,1.9945856094824739,-0.2532939625506596,-0.5406093588706924,-0.55767701846831,0.6041875835512165,-0.2509957967267178,-0.17644444290723763,0.20828773607449083,-0.14738158866705767,-0.3508005334950846,-0.31361371146506817,1.3524198103303238,0.05440438328791927,0.24205001825640843,0.18383809421244088,-0.12124266969929072,0.675708451102314,0.11698965744500116,-0.043325686572778084,-0.6854427954671664,-0.27192485670004757,-0.49383235860794944,0.16240765480955893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-0.37457877839304116,1.3313501082867867,-0.16348470925243744,0.3971270785341355,0.01739347344052093,-0.6461868424647533,-0.9611360915461858,-0.3225699550527749,-0.2199908031600482,-0.1364283977534717,0.06259594619061837,-0.0015674651267360941,-0.3563422666425589,0.4729639038790179,-0.45322523168810985,-0.9400611684323809,-0.4454318713286961,-0.3123708959096333,-0.6292110627767455,1.5132790888232555,1.4365119078892596,0.871426149929135,-0.617576085115748,-0.09444342003013421,1.802427834828145,1.0011266148709017,4.010166012256229,0.21552890477984557,-0.05230252754605528,1.4753528432730536,1.091443500198573,0.08746790770590297,1.172022713614516,1.3004926316224967,-0.39561378470035374,0.511962829397794,0.3452597222354354,1.051735496362421,-0.07641438284263516,-0.02834564128854167,1.352631181203116,1.1231728803256162,2.850174070590087,0.6222926089910544,-0.33470278434401374,-0.21617271782533504,0.8589985284504114,0.3702800800799688,-0.6102114867410078,0.6918127485039876,-0.963615331107118,1.3939789385950347,-0.020053760181892446,-0.4416179203719027,3.4352676951255368,-0.8517267523790788,-0.01659782381580478,-0.048880090833156906,-0.20403546831950603,1.5970325070774474,-0.0010017816828033817,0.03357123893616622,1.7714052325563392,1.8099896466303338,0.8952555457853938,0.6537972471086684,0.03688877298826137,0.49517038267238267,1.750908284747565,1.7973395745986938,2.2064016535535376,0.34230313335050394,-0.0009220335098496737,-0.07585371011338508,-0.05148569822655704,0.3649025988766745,-0.3612843876686841,0.8772624707154267,-0.40898953857796433,1.4539917806553824,0.3427574056133651,-0.19392947222118134,0.18297756606434307,0.7169054592174502,-0.41087709444649567,1.6429057105781297,0.5433673950294038,-0.3753869868993924,0.5825833579316805,0.303993652083309,1.0568337733575384,-0.26910356442049965,-0.43782613105536944,0.376197019371071,3.879744731644371,0.003297841271901613,3.1142478308723707,-0.58619990384929,0.2654077478927975,1.408335804709501,0.04237273876221564,-0.09767645329733092,0.3807404818214348,-0.2759194356693447,0.406772480179908,1.0755588225476802,0.9597052440340248,1.3720312680028155,-0.9096932769400815,0.5903542538954402,-0.32147121000410983,0.7989461694975197,0.3699017816081166,-1.2665884345684169,-0.4091473728352016,0.681517882107197,-0.6596593161850275,-0.4437005734199324,0.6573063069348603,1.258422311917347,3.4439761096368655,0.4250353491987159,1.743999451245263,-0.3766274592528316,-0.3432179741929444,0.13622301637603787,-0.51409206465558,1.7012318288187533,-0.08748909770056702,0.6450552298488494,-0.3184516746919691,0.25802498449865896,0.2322128204770793,-0.72879877576397,0.4773407796382395,1.1205006898930852,-0.006695798736987782,0.017913845047736514,1.1130548783639533,0.5625391976236643,1.5778114682452653,1.3615910119775578,1.8874782460748356,1.4988500642442084,1.3217549498567145,0.3297516198309904,2.52434980482989,0.31076907436636547,0.9116688967046046,-1.0839747449388932,-0.5000786224438895,2.6239042005021926,-1.1444159867127583,-0.5795154865249945,0.15156787784204045,0.43698236823394004,-0.5830468318303996,0.014746155589445965,0.11237684550009407,0.2022972403069626,0.1100752132933358,-0.7880379872733974,-0.09275962348176492,1.2884372845632432,2.5498412991514767,0.724345128593369,0.17549632768077636,-0.7527747997068593,-0.5274937341555015,-0.318834895586191,-0.4804817754832571,-0.1801749663373496,1.352250143234974,-0.36209186071402655,-0.3825230192454381,0.11143137207493958,-0.37407155470810144,-0.050284269923195325,1.5955509252898377,-0.4918846216036499,0.8587278222660006,0.8393979583664128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
