study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB28065	ERP110230	SAMEA4816109	ERS2636006	ERX2737991	ERR2724247	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	697488	419887776	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_377_c	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_377_c	run_NG-8305_377_c	121554344;124577050	90d2c852640021be708ec513f8089899;5ab981b9685ade72fbded0e445eb7610	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724247/ERR2724247_2.fastq.gz	89607118;93908374	9380df3eed10b71d44dbfbd480f2978b;3f4443014a0ce23fc75cd0f5717a2644	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724247/NG-8305_377_c_lib80607_4017_1_2.fastq.bz2	FASTQ;FASTQ	256666950	6f3498006dae2f947fbd27f66d9b753e	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724247	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/007/ERR2724247	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724247				NG-8305_377_c		Cattle rumen microbiota for NG-8305_377_c	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816109	ERS2636006	ERX2737991	ERR2724248	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	647140	389578280	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_377_c	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_377_c	run_NG-8305_377_c2	81267593;94901410	1bd3e9812584e193163ddabf47b7f6cb;eb1ac768afd046e74cd40a845b8dcf33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724248/ERR2724248_2.fastq.gz	62548165;72703497	0f156ae0e4dfa5c1617dd26fbd198a4e;50621e26a02cb51041cb2e3d5cae547e	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724248/NG-8305_377_c_lib82091_4017_2_2.fastq.bz2	FASTQ;FASTQ	226525601	57da8ff765fb14c117b76b5bda2b781d	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724248	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/008/ERR2724248	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724248				NG-8305_377_c		Cattle rumen microbiota for NG-8305_377_c	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816110	ERS2636007	ERX2737992	ERR2724249	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	540549	325410498	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_621_lib82115	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_621_lib82115	run_NG-8305_621_lib82115	65557490;78117153	d0aeb176aebdab261f5c8963d406a642;4eadcf7b489e966c9ecd472e00a95931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724249/ERR2724249_2.fastq.gz	50272703;59864380	2ee326840d9b2c69ce378a3c76d26297;fd55b9099874958576e95369fec6fc9e	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724249/NG-8305_621_lib82115_4017_2_2.fastq.bz2	FASTQ;FASTQ	187403426	1eb35c8814da72adeb2c9d7aead9bd81	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724249	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/009/ERR2724249	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724249				NG-8305_621_lib82115		Cattle rumen microbiota for NG-8305_621_lib82115	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816111	ERS2636008	ERX2737993	ERR2724250	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	561282	337891764	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_653_lib82147	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_653_lib82147	run_NG-8305_653_lib82147	68160263;82087146	bcfbfef9439a92de63bf31136724a4f9;e074fc10bee41dfb4e2e9603d07ae338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724250/ERR2724250_2.fastq.gz	52309542;63065219	70fd166be0183664792d837b5b4484e4;8777f744db2be5693298e30be1886927	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724250/NG-8305_653_lib82147_4017_2_2.fastq.bz2	FASTQ;FASTQ	196121319	08e481330511492215a77a46fdcc6387	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724250	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/000/ERR2724250	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724250				NG-8305_653_lib82147		Cattle rumen microbiota for NG-8305_653_lib82147	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816112	ERS2636009	ERX2737994	ERR2724251	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	678021	408168642	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_643_lib80653	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_643_lib80653	run_NG-8305_643_lib80653	120793995;122448369	c843ec71c0c83096fc099c2abf729305;1039c7367a85c3486c5dc0af8c86c364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724251/ERR2724251_2.fastq.gz	89137029;92412682	6b4f1a27186bda1e0b1222519db81909;0195aaa6cd0311e75d85a7150e054a08	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724251/NG-8305_643_lib80653_4017_1_2.fastq.bz2	FASTQ;FASTQ	251194958	bf79a4e87d6d598ed718102a498d330e	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724251	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/001/ERR2724251	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724251				NG-8305_643_lib80653		Cattle rumen microbiota for NG-8305_643_lib80653	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816113	ERS2636010	ERX2737995	ERR2724252	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	559689	336932778	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_648_lib82142	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_648_lib82142	run_NG-8305_648_lib82142	70304072;82207390	b61eafbc61a17636755342efbe0849c1;451080f0521a76eab71b214845c25d12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724252/ERR2724252_2.fastq.gz	54475692;63471473	cd97a10f8f624082c1a6dd52f1dfb52a;3c0df61fb35cb05d88336f9afd27d2f0	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724252/NG-8305_648_lib82142_4017_2_2.fastq.bz2	FASTQ;FASTQ	197812659	891f676bf5d1dfab26354dfec0e502f7	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724252	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/002/ERR2724252	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724252				NG-8305_648_lib82142		Cattle rumen microbiota for NG-8305_648_lib82142	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816114	ERS2636011	ERX2737996	ERR2724253	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	540842	325586884	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_657_lib80667	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_657_lib80667	run_NG-8305_657_lib80667	96249820;98359030	1d9159806ec001504f222d1aee2df950;16bd9fafd8269df4cd3c03c1c0c3f136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724253/ERR2724253_2.fastq.gz	71429695;74480629	b827c468bd80358ce9f4718eac5e43bf;7ef51c059cb8414625c5313a17483023	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724253/NG-8305_657_lib80667_4017_1_2.fastq.bz2	FASTQ;FASTQ	200572491	fae6c807f3736d4eb8a7cf1cae79e6a3	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724253	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/003/ERR2724253	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724253				NG-8305_657_lib80667		Cattle rumen microbiota for NG-8305_657_lib80667	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816115	ERS2636012	ERX2737997	ERR2724254	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	805096	484667792	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_664_lib82158	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_664_lib82158	run_NG-8305_664_lib82158	101596543;119686466	8dee55e41f6fbded8083581324c37ad2;3c51c309f56021ac6755955b896ff1c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724254/ERR2724254_2.fastq.gz	78393822;92158934	71bd803812bd6a5321504600a1441842;2267a1e0ad345332c6e093fa3fe2e17f	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724254/NG-8305_664_lib82158_4017_2_2.fastq.bz2	FASTQ;FASTQ	284901687	839a4c3052b8c9256e4728208ee8cff5	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724254	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/004/ERR2724254	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724254				NG-8305_664_lib82158		Cattle rumen microbiota for NG-8305_664_lib82158	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816116	ERS2636013	ERX2737998	ERR2724255	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	532202	320385604	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_638_lib80648	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_638_lib80648	run_NG-8305_638_lib80648	96054343;98060309	ccc6bc0bd8c5c67723dd07338571d24d;c314a478df2ca329bd395c722a22435f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724255/ERR2724255_2.fastq.gz	70832673;74015549	8bce1fb03faa4923316457997e64097f;16b7cb60267953ec1419e62579168b84	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724255/NG-8305_638_lib80648_4017_1_2.fastq.bz2	FASTQ;FASTQ	197400825	eda7cdc6fce5a01c231eb9a1013ac162	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724255	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/005/ERR2724255	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724255				NG-8305_638_lib80648		Cattle rumen microbiota for NG-8305_638_lib80648	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816117	ERS2636014	ERX2737999	ERR2724256	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	470170	283042340	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_587_lib82081	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_587_lib82081	run_NG-8305_587_lib82081	59275344;68789907	eb28ab9946fb833e01d0b1b3e38028f5;a78138abc1150faf3afd2a2c314d00c1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724256/ERR2724256_2.fastq.gz	45497323;52562068	6df6376496ad4b42b5a76b5611d5f337;c36608a3d77155cc76ba4f6c4daf4eb5	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724256/NG-8305_587_lib82081_4017_2_2.fastq.bz2	FASTQ;FASTQ	164507622	02aa8aa12ff606f8c11cfcd5a23e9570	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724256	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/006/ERR2724256	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724256				NG-8305_587_lib82081		Cattle rumen microbiota for NG-8305_587_lib82081	0	2018-08-03
